Zeit / s	Temperatur / °C
1,998870E+2	7,320919E+1
2,008870E+2	7,320128E+1
2,018870E+2	7,316282E+1
2,028870E+2	7,316533E+1
2,038870E+2	7,318338E+1
2,048870E+2	7,316176E+1
2,058870E+2	7,317428E+1
2,068870E+2	7,318627E+1
2,078870E+2	7,318244E+1
2,088870E+2	7,314239E+1
2,098870E+2	7,305713E+1
2,108870E+2	7,302325E+1
2,118870E+2	7,300991E+1
2,128870E+2	7,301021E+1
2,138870E+2	7,301953E+1
2,148870E+2	7,300852E+1
2,158870E+2	7,298575E+1
2,168870E+2	7,298423E+1
2,178870E+2	7,302849E+1
2,188870E+2	7,301857E+1
2,198870E+2	7,300740E+1
2,208870E+2	7,300700E+1
2,218870E+2	7,300303E+1
2,228870E+2	7,298234E+1
2,238870E+2	7,298032E+1
2,248870E+2	7,298280E+1
2,258870E+2	7,296860E+1
2,268870E+2	7,289120E+1
2,278870E+2	7,287230E+1
2,288870E+2	7,284637E+1
2,298870E+2	7,286569E+1
2,308870E+2	7,285290E+1
2,318870E+2	7,285475E+1
2,328870E+2	7,282060E+1
2,338870E+2	7,279590E+1
2,348870E+2	7,278894E+1
2,358870E+2	7,278163E+1
2,368870E+2	7,277628E+1
2,378870E+2	7,278487E+1
2,388870E+2	7,275398E+1
2,398870E+2	7,270901E+1
2,408870E+2	7,269038E+1
2,418870E+2	7,270491E+1
2,428870E+2	7,266678E+1
2,438870E+2	7,263546E+1
2,448870E+2	7,265448E+1
2,458870E+2	7,263961E+1
2,468870E+2	7,258354E+1
2,478870E+2	7,258544E+1
2,488870E+2	7,256725E+1
2,498870E+2	7,252207E+1
2,508870E+2	7,250825E+1
2,518870E+2	7,252548E+1
2,528870E+2	7,253109E+1
2,538870E+2	7,253934E+1
2,548870E+2	7,252921E+1
2,558870E+2	7,249795E+1
2,568870E+2	7,248467E+1
2,578870E+2	7,246314E+1
2,588870E+2	7,247575E+1
2,598870E+2	7,246278E+1
2,608870E+2	7,243549E+1
2,618870E+2	7,242949E+1
2,628870E+2	7,241132E+1
2,638870E+2	7,244590E+1
2,648870E+2	7,240151E+1
2,658870E+2	7,237939E+1
2,668870E+2	7,233657E+1
2,678870E+2	7,230275E+1
2,688870E+2	7,223208E+1
2,698870E+2	7,208547E+1
2,708870E+2	7,205683E+1
2,718870E+2	7,202378E+1
2,728870E+2	7,201992E+1
2,738870E+2	7,199989E+1
2,748870E+2	7,199459E+1
2,758870E+2	7,198568E+1
2,768870E+2	7,198166E+1
2,778870E+2	7,195667E+1
2,788870E+2	7,188519E+1
2,798870E+2	7,184204E+1
2,808870E+2	7,181352E+1
2,818870E+2	7,176508E+1
2,828870E+2	7,175473E+1
2,838870E+2	7,173527E+1
2,848870E+2	7,173200E+1
2,858870E+2	7,173296E+1
2,868870E+2	7,171814E+1
2,878870E+2	7,168101E+1
2,888870E+2	7,168951E+1
2,898870E+2	7,165477E+1
2,908870E+2	7,164256E+1
2,918870E+2	7,166233E+1
2,928870E+2	7,167218E+1
2,938870E+2	7,169396E+1
2,948870E+2	7,163069E+1
2,958870E+2	7,158580E+1
2,968870E+2	7,155058E+1
2,978870E+2	7,148391E+1
2,988870E+2	7,148988E+1
2,998870E+2	7,143016E+1
3,008870E+2	7,144608E+1
3,018870E+2	7,142726E+1
3,028870E+2	7,141706E+1
3,038870E+2	7,143341E+1
3,048870E+2	7,137960E+1
3,058870E+2	7,140380E+1
3,068870E+2	7,140379E+1
3,078870E+2	7,141772E+1
3,088870E+2	7,140792E+1
3,098870E+2	7,141733E+1
3,108870E+2	7,139632E+1
3,118870E+2	7,142854E+1
3,128870E+2	7,140960E+1
3,138870E+2	7,141151E+1
3,148870E+2	7,140091E+1
3,158870E+2	7,141705E+1
3,168870E+2	7,139152E+1
3,178870E+2	7,136571E+1
3,188870E+2	7,134330E+1
