Anzahl der Pulse	Haeufigkeit
0,000000E+0	3,000000E+0
1,000000E+0	3,400000E+1
2,000000E+0	7,700000E+1
3,000000E+0	1,240000E+2
4,000000E+0	1,850000E+2
5,000000E+0	1,880000E+2
6,000000E+0	1,550000E+2
7,000000E+0	1,120000E+2
8,000000E+0	6,100000E+1
9,000000E+0	2,300000E+1
1,000000E+1	2,100000E+1
1,100000E+1	9,000000E+0
1,200000E+1	4,000000E+0
1,300000E+1	4,000000E+0
